"season","main_character_script"
"6","Scene: Penny’s bedroom."
"6","Scene: The cafeteria."
"6","Scene: The apartment. Sheldon’s phone rings."
"6","Series 06 Episode 07 – The Habitation Configuration"
"6","Scene: The apartment."
"6","Credits sequence."
"6","Scene: Howard’s bedroom."
"6","Scene: The Cheesecake Factory."
"6","Scene: Amy’s apartment."
"6","Scene: The Cheesecake Factory Bar."
"6","Scene: Howard and Bernadette’s apartment."
"6","Scene: Wil Wheaton’s house."
"6","Series 06 Episode 08 – The 43 Peculiarity"
"6","Scene: The cafeteria. Sheldon is drawing on a napkin."
"6","Credits sequence."
"6","Scene: Penny’s apartment. Penny is texting."
"6","Scene: The corridor outside Sheldon’s office."
"6","Scene: A corridor in the basement. Sheldon takes out a key, unlocks a door and enters."
"6","Scene: The apartment."
"6","Scene: The university basement."
"6","(trying door)"
"6","Scene: The cafeteria."
"6","Scene: Raj’s office."
"6","Scene: The stairwell."
"6","Scene: The room in the basement. Sheldon enters, takes out a box, takes a beanbag from the box, then starts playing keepie-uppie,"
"6","Series 06 Episode 09 – The Parking Spot Escalation"
"6","Scene: The cafeteria."
"6","Scene: The parking spot. Sheldon is trying to push Howard’s car out of the spot."
"6","Credits sequence."
"6","Scene: The apartment."
"6","Scene: Sheldon’s office."
"6","Scene: The apartment stairwell."
"6","Scene: The stairwell."
"6","Scene: The parking spot. Sheldon is spraypainting out Howard’s name and replacing it with his own."
"6","Scene: Howard and Bernadette’s apartment."
"6","Scene: The parking spot. Sheldon has set up his office in it."
"6","Scene: The cheesecake factory."
"6","Scene: A dry cleaners."
"6","Series 06 Episode 10 – The Fish Guts Displacement"
"6","Scene: The apartment."
"6","Sheldon: Is anyone else troubled by the Spider-Man theme song?"
"6","Leonard: Why would it trouble you? It’s, like, your third favourite cartoon theme song."
"6","Sheldon: It is, right behind do-do-do-do-do Inspector Gadget., and Teenage Mutant Ninja Turtles, heroes in a half-shell."
"6","Howard and Raj (together): Turtle power!"
"6","Sheldon: However, the Spider-Man lyrics posit that Spider-Man, Spider-Man does whatever a spider can."
"6","Howard: Yeah, so?"
"6","Sheldon: I can think of many things Spider-Man can’t do that a spider can. One, crawl in your ear and die. Two, legally leave Guatemala without a passport. Three, have sex with a spider."
"6","Raj: an we change the subject? Spiders give me the jeebie-jeebies."
"6","Howard: It’s heebie-jeebies."
"6","Raj: I know, but that sounds anti-Semitic. Anyway, I was thinking we could have a little film festival tonight. The theme, movies that killed their franchises."
"6","Leonard: Oh. Like Jaws 4, Indiana Jones 4, Daredevil 1."
"6","Raj: Miss Congeniality 2: Armed and Fabulous. I mean, you know a movie’s bad when my homegirl Sandy B can’t save it."
"6","Leonard: Penny’s working tonight, I’m in."
"6","Howard: Not me. I’m having dinner with Bernadette and her parents."
"6","Leonard: Fun. We know how much you love that."
"6","Howard: It’s torture. Especially with her dad. We have nothing in common."
"6","Sheldon: You know what I like to do when I’m forced to speak with those beneath my intellectual station? I bring up an interesting topic, like the difference between Spider-Man and spiders."
"6","Howard: Thanks, Sheldon. I’ll try that with my father-in-law."
"6","Sheldon: No, you can’t use that one. That’s mine. Uh, try this one for an ice-breaker. Uh, despite popular lore, there is no place in the continental United States, Alaska or Hawaii from which one can dig straight through the centre of the earth and come up in China."
"6","Howard: Great, thank you."
"6","Sheldon: Actually, you can’t have that one either. It’s too good. Sorry."
"6","Raj: What about you, Sheldon? Do you have any plans tonight?"
"6","Sheldon: Sadly, yes. Amy’s taking me to a memorial service. It’s for one of her colleagues who is of Asian descent, so my planned conversational gambit is to casually remark that no matter how deep they dig his grave, he’ll never make his way back to China."
"6","Leonard: That should lighten the mood."
"6","Sheldon: What can I say? I put the fun in funeral."
"6","Credits sequence."
"6","Scene: Amy’s apartment."
"6","Sheldon: (Knock, knock, knock) Amy. (Knock, knock, knock) Amy. Oh, right, funeral. (Knock, knock, knock) (solemnly) Amy."
"6","Amy: Hello, Sheldon."
"6","Sheldon: I’m not allowed to wear my Silver Surfer neck tie, but you can wear a bathrobe?"
"6","Amy: I think I’m too sick to go to the funeral."
"6","Sheldon: You’re sick? You poor kid. Well, see ya."
"6","Amy: Sheldon, aren’t you gonna take care of me?"
"6","Sheldon: Me? No. No, I’m not that kind of doctor."
"6","Amy: But our relationship agreement clearly states that when one of us is sick, the other must take care of them."
"6","Sheldon: Oh, no, I see the confusion. No, the intent behind that clause was to force you to take care of me when I’m ill. When you’re feeling better, you’ll think that’s funny."
"6","Amy: Never mind. Good night, Sheldon."
"6","Sheldon: (Knock, knock, knock) Amy. (Knock, knock, knock) Amy. (Knock, knock, knock) Amy. I made a commitment in writing to comfort you in times like this. Additionally, you are my girlfriend, and I care about your well-being."
"6","Amy: Thank you, Sheldon."
"6","Sheldon: You’re welcome. Now let’s get this over with."
"6","Scene: Howard and Bernadette’s apartment."
"6","Howard: So, how have you been?"
"6","Mr. Rostenkowski: Fine."
"6","Howard: Good. Fine is good. How you liking retirement?"
"6","Mr. Rostenkowski: It’s fine."
"6","Howard: I’m sensing a theme. You ever really think about the Spider-Man theme song? How’s that dinner coming?"
"6","Bernadette: I just put it in. It’s gonna be a while."
"6","Howard: I like rare chicken. Let’s do this."
"6","Bernadette: You could die."
"6","Howard: Death by chicken. That’s a pretty fowl way to go."
"6","Mrs. Rostenkowski: Here’s another beer, honey."
"6","Mr. Rostenkowski: Thank you."
"6","Howard: So, Mrs. Rostenkowski, you took that trip to the Grand Canyon. How was it?"
"6","Mrs. Rostenkowski: It was good."
"6","Howard: Had no idea you were the chatty one."
"6","Sheldon: 102.2. Exactly what it was half an hour ago. It’s like you’re not even trying to get better."
"6","Amy: Sheldon, you don’t get over the flu in half an hour."
"6","Sheldon: Well, not with that attitude."
"6","Amy: I have to say, I’m finding your bedside manner a little lacking."
"6","Sheldon: I’m sorry. I just want you to get better as soon as possible. And with that goal in mind, let me ask you a question. Do you believe in the placebo effect?"
"6","Amy: Of course I do. There have been many studies proving its validity."
"6","Sheldon: Great. Now, this may look like a Tic Tac, but it is really a powerful medication specifically designed to cure your illness as well as freshen your breath."
"6","Amy: Sheldon, this isn’t helping. Why don’t you just let me get some rest."
"6","Sheldon: How can you sleep? I’m not done making you feel better. I still have to put a cold rag on your head, sing to you and apply VapoRub to your chest."
"6","Amy: You, you want to rub something on my chest?"
"6","Sheldon: Yes. All over it."
"6","Amy: Maybe we should start with that."
"6","Sheldon: Now you’re being a responsible patient. Now, you may notice some tingling."
"6","Amy: Oh, I’m counting on it."
"6","Howard: Okay, dig in."
"6","Mr. Rostenkowski: Hold up. Bless us, O Lord for these Thy gifts which we are about to receive from Thy bounty through Christ our Lord. Amen."
"6","Howard: Took the words right out of my mouth."
"6","Bernadette: So, Dad, have you done any fishing lately?"
"6","Mr. Rostenkowski: I’m going next weekend."
"6","Howard: Oh, you like to fish?"
"6","Mr. Rostenkowski: Yes."
"6","Howard: Sure. I can hear it in your voice."
"6","Mrs. Rostenkowski: Oh, if he didn’t like it, he wouldn’t go."
"6","Howard: You know, I hadn’t thought of that. (To Bernadette, whispering) Help me."
"6","Bernadette: Hey, Dad, maybe you could take Howard fishing sometime. Give you guys a chance to get to know each other better."
"6","Howard: No, no. We know each other well enough. He’s been talking my ear off all night."
"6","Bernadette: Howie, I think you’d have fun."
"6","Mr. Rostenkowski: Fine, you can tag along."
"6","Bernadette: Terrific. My two favorite fellas gone fishin’."
"6","Howard: Well, hang on a second, Bernie. Next weekend, we have that thing."
"6","Bernadette: What thing?"
"6","Howard: You know, the thing."
"6","Bernadette: Oh, that thing. No, I cancelled that thing."
"6","Mr. Rostenkowski: All right, it’s settled. You and I are going fishing."
"6","Howard: Great. (To Bernadette) Thanks for the help."
"6","Scene: The stairwell."
"6","Howard: I’ve never even been fishing. This is gonna be a disaster."
"6","Raj: If you don’t want to look foolish doing something, you should practice. Do you know how many Beef Wellingtons I made by myself before I invited you guys over? I’ll give you a hint. You can see them here, here and here."
"6","Leonard: Raj is probably right. You should get someone to give you some pointers."
"6","Howard: Do either of you guys know how to fish?"
"6","Leonard: No."
"6","Raj: No. But if you catch anything, I know how to steam it in banana leaves."
"6","Howard: Come on, we must know somebody who can do manly stuff like this."
"6","Scene: Penny’s apartment."
"6","Penny: S’up?"
"6","Penny: Step one, worms."
"6","Howard: Ew!"
"6","Penny: Okay, right there, ew is one of the things you’re not gonna want to say in front of your father-in-law. It’s right up there with icky and get it away. Now pick one up."
"6","Howard: Really?"
"6","Penny: You’re gonna have to do it when you’re fishing."
"6","Howard: Okay."
"6","Penny: What are you waiting for?"
"6","Howard: I don’t know, for them to die of natural causes."
"6","Penny: Just pick up a worm and put him on this hook."
"6","Howard: Fine. There."
"6","Leonard: I’m no expert, but I think the hook has to go through the worm."
"6","Howard: Fine. Sorry, Mr. Worm. Sherm. Sherm the Worm."
"6","Penny: Hey, don’t name him. Just jab a hook in his face."
"6","Raj: You got this, buddy."
"6","Leonard: Yeah, come on, Howard. Hook that worm."
"6","Raj: You can do it."
"6","Penny: That’s great. Cheerleading, way to man things up."
"6","Sheldon (reading): And the control group displayed significantly fewer genetic abnormalities. But, because of flaws in the experimental design relating to environment and diet, they lived inconclusively ever after. The end."
"6","Amy: That was great. Rub my chest again. (Knock at door)"
"6","Sheldon: No. I need to get you down for a nap. And for some reason, that VapoRub gets you all fired up. (Opens door)"
"6","Bernadette: How’s the poor thing?"
"6","Sheldon: Oh, I’m hanging in there. Thanks for asking."
"6","Bernadette: Okay, Amy, I brought you some drugs we were working on in the lab. This is proving really good for congestion, but there’s a slight chance it can make your tears burn like acid, so if you take it, happy thoughts."
"6","Sheldon: Uh, I’m going to draw you a soothing bath. Where’s your bath thermometer?"
"6","Amy: I don’t have a bath thermometer."
"6","Sheldon: Fine. Then I’m going to draw you a nerve-wracking bath of indeterminate temperature."
"6","Bernadette: This is a really good expectorant. Although some test subjects reported lactating uncontrollably when they heard music."
"6","Amy: Okay, okay, here’s the deal. I don’t need your medicine. I’m not sick."
"6","Bernadette: I don’t understand."
"6","Amy: I got better two days ago. It’s just been so nice having Sheldon take care of me."
"6","Bernadette: So you’ve just been lying to him?"
"6","Amy: See the stuff in my nose? Rubber cement."
"6","Bernadette: I don’t mean to be judgy, but this is the kind of thing lunatics do."
"6","Amy: All right. I’ll tell him."
"6","Sheldon (off): Amy, would you be strong enough to bathe yourself, or do you need my help?"
"6","Amy: I’ll tell him tomorrow. Mama needs a bath."
"6","Penny: Now, let’s assume, by some miracle, you actually catch a fish. You’re going to have to know how to gut it. So, what you’re going to do is you’re going to take your knife, slice him right up the belly. (Howard gags) You want me to stop?"
"6","Howard: No, I’m fine. Keep going."
"6","Penny: All right. Now, you don’t want to cut too deep into its guts, or the blood will just squirt all over your face. (Howard, Leonard and Raj gag) Oh, my God. What is with you guys?"
"6","Leonard: It’s not our fault. Our dads never did anything like this with us."
"6","Penny: What, never?"
"6","Leonard: My dad was an anthropologist. The only father-son time he spent was with a 2,000-year-old skeleton of an Etruscan boy. I hated that kid."
"6","Raj: Mine just took me to his gynecology office. I got so bored, I’d put vaginal lubricant on the bottom of my shoes and pretend I was ice-skating."
"6","Howard: Yeah, well, my quality father-son time was spending my adolescence looking out the window waiting for my dad to come back someday."
"6","Raj: Yeah, okay, Howard wins."
"6","Leonard: You know, maybe we didn’t have opportunities like this when we were growing up, but right now, there’s a dad that wants to take you on a fishing trip."
"6","Howard: You’re right. Oh! I should do this."
"6","Penny: Great. Here you go. What you’re going to do is you’re going to stick your thumb down its throat, grab the guts and pull."
"6","Howard: Here we go. Oh!"
"6","Penny: Oh, look, it’s a female. You can see all the eggs. (All the guys gag)"
"6","Scene: Amy’s apartment. Amy is dancing to “Walking on Sunshine”. Hears door and turns off stereo."
"6","Amy: Oh, Sheldon, am I glad you’re back. Taking a turn for the worst. I think I’m going to need another bath."
"6","Sheldon: I’m surprised to hear that. See, the other day, I was concerned that you weren’t recovering, so while you were sleeping, I took a cheek swab and had it cultured in the lab."
"6","Amy: Oh?"
"6","Sheldon: I got the results back. Have you developed any of the following symptoms? A growing nose, or perhaps a warm sensation in the trouser region? Also known as full-blown liar, liar, pants on fire."
"6","Amy: All right, all right. But I really was sick at the beginning. It’s just been so nice having you take care of me."
"6","Sheldon: It hurts that you would lie to me, Amy. I thought our relationship was based on trust and a mutual admiration that skews in my favour."
"6","Amy: I feel terrible I did this."
"6","Sheldon: It pains me to say it, but I think some form of penalty is in order, so as to discourage this type of behaviour in the future."
"6","Amy: I suppose that’s fair. What do you suggest?"
"6","Sheldon: In a perfect world, I’d lock you in a stockade in the public square. That probably requires a permit."
"6","Amy: I could not be allowed to go to the opening of the next Star Trek movie."
"6","Sheldon: Oh, that seems overly harsh. I mean, you gave in to a human weakness, you didn’t kill a man. You know, it’s a tad old-school, but my father was not one to spare the rod when my brother would sneak into his truck and drink his driving whiskey."
"6","Amy: Are you saying you want to spank me?"
"6","Sheldon: I don’t want to. But it looks like you left me no choice."
"6","Amy: That’s true. I’ve been a very bad girl."
"6","Scene: Bernadette’s parents’ garage."
"6","Howard: Hi-ho, hi-ho, it’s off to fish we go."
"6","Mr. Rostenkowski: That’s what you’re wearing?"
"6","Howard: No good? The guy at the sporting goods store said these are what fishermen wear."
"6","Mr. Rostenkowski: Maybe in cartoons."
"6","Howard: Wish I had known that before I posted all those pictures on Facebook."
"6","Mr. Rostenkowski: All right, let’s hit the road. I wouldn’t mind shooting some ducks in the morning."
"6","Howard: Wait, now we’re shooting things?"
"6","Mr. Rostenkowski: I like using a big shell. You can’t eat them afterwards, but it’s fun watching them blow up."
"6","Howard: Sir, I’m flattered that you invited me, and I really want you to like me, but I don’t think this trip is the way to do it. And I can’t return these things if there’s chunks of duck all over them."
"6","Mr. Rostenkowski: So, why’d you agree to come?"
"6","Howard: ‘Cause Bernadette made me."
"6","Mr. Rostenkowski: I tried to back out, too. My wife said I had to go."
"6","Howard: Really? Your wife makes you do stuff? You’re a big, scary cop."
"6","Mr. Rostenkowski: You’re an astronaut, and your wife makes you do things, and she’s only four feet tall."
"6","Howard: So, what do we do now? They expect us to go away for the weekend."
"6","Mr. Rostenkowski: Ah. There’s an Indian casino near Palm Springs. You know how to shoot craps?"
"6","Howard: No, but I’m not a stranger to dice games. I was the Temple Beth-El Hebrew School Yahtzee champion."
"6","Mr. Rostenkowski: Mazel tov. I’ll teach you how to play."
"6","Howard: Really? Thank you, sir."
"6","Mr. Rostenkowski: Call me Mike."
"6","Howard: Okay. Oh, boy, we’re just married to a couple of ballbusters, huh, Mike?"
"6","Mr. Rostenkowski: That’s my wife and daughter you’re talking about."
"6","Howard: Great couple of gals."
"6","Mr. Rostenkowski: I wouldn’t go that far."
"6","Sheldon: Are you prepared to receive your punishment?"
"6","Amy: One second. I want to put on some music."
"6","Sheldon: Why?"
"6","Amy: I don’t want to disturb the people next door while you discipline me."
"6","Sheldon: Very well, then. Get over my knee. Let’s begin."
"6","Amy: Oh, my."
"6","Sheldon: Excuse me. You’re not supposed to be enjoying this."
"6","Amy: Then maybe you should spank me harder."
"6","Sheldon: Maybe I will."
"6","Amy: Ooh!"
"6","Series 06 Episode 11 – The Santa Simulation"
"6","Scene: Penny’s apartment."
"6","Penny: Okay, now holding sides of hearth in position, lower mantelpiece assembly onto top tabs."
"6","Leonard: Look at that, I built a fireplace with my own two hands."
"6","Penny: You’re so butch."
"6","Leonard: Aw, I got a little paper cut."
"6","Penny: Of course you did. Your hands are softer than veal."
"6","Leonard: Oh, before I forget, Saturday I’m planning a little Dungeons and Dragons night with the guys."
"6","Penny: Really? That’s how you’re gonna spend your Saturday night?"
"6","Leonard: Oh, come on, I hardly ever get a chance to play anymore."
"6","Penny: Oh, you poor thing. Is having a real-life girlfriend who has sex with you getting in the way of your board games?"
"6","Leonard: Little bit, yeah."
"6","Scene: The apartment."
"6","Amy: Oh, great! I’ve always wanted to play Dungeons and Dragons."
"6","Sheldon: Yeah, oh, I’m sorry. I should’ve mentioned this earlier. You’re not invited."
"6","Amy: Why not?"
"6","Sheldon: Amy, from time to time, we men need to break free from the shackles of civility and get in touch with our primal animalistic selves."
"6","Amy: By rolling dice and playing make-believe with little figurines?"
"6","Sheldon: Yeah, like a bunch of savages."
"6","Scene: Howard and Bernadette’s apartment. Bernadette is on the webcam."
"6","Bernadette: Saturday night? But I’ve been working late all week. That was gonna be our night."
"6","Howard: But I have to go. We play as a group. If-if I’m not there, then everyone will blame you. They’ll be all, Bernadette ruined everything. She’s the worst. So, you see? I have to play Dungeons and Dragons for the marriage."
"6","Bernadette: You’re an idiot."
"6","Howard: I’m your idiot. Forever."
"6","Scene: Raj’s apartment."
"6","Raj: So, listen, I know we talked about getting a bite to eat in Silver Lake, and then seeing the Christmas lights in Griffith Park, but Leonard’s talking about a big D and D game at his place."
"6","Stuart: Saturday night just went from crazy to epic. Woo-hoo!"
"6","Credits sequence."
"6","Leonard: All right, Sheldon, to start our quest you need to open this little Christmas gift I got you."
"6","Sheldon: A Christmas gift? You know I don’t enjoy Christmas."
"6","Stuart: What’s wrong with Christmas?"
"6","Sheldon: Oh, where to begin? Trees indoors. Overuse of the words ’tis and ’twas. And the absurd custom of one stocking. Everyone knows socks belong in pairs. Who uses one sock?"
"6","Howard:Pirate with a peg leg?"
"6","Sheldon: Actually that helps, thank you."
"6","Leonard: Would you just look inside?"
"6","Sheldon: Oh, a scroll. I like scrolls. They’re my third favourite system of transmitting the written word. After stone tablets and skywriting. You have all been summoned to join a thrilling Dungeons and Dragons adventure. Your quest begins in a secret northern village of elves who have all been massacred. I like where this is heading. Your task is to rescue their leader from a dungeon of ogres. Oh, that’s a saucy twist. That leader’s name, Santa Claus. No, no, no."
"6","Leonard: It’s actually ho, ho, ho, but you’ll get the hang of it. Thought it’d be fun to make a quest with a holiday theme."
"6","Sheldon: Fun? Mixing Dungeons and Dragons with Christmas is like making a sandwich of grape jelly, the best-tasting jelly, and petroleum jelly, the worst-tasting jelly."
"6","Leonard: Okay, here we go. You find yourselves in the smoking remains of Santa’s village. Clearly, a great battle has taken place."
"6","Raj: Oh, man, the first monster I see, I’m gonna sneak up behind him, whip out my wand, and shoot my magic all over his ass."
"6","Stuart: Do you hear yourself when you say these things?"
"6","Leonard: Okay, there are ogre tracks and a trail of broken candy canes in the snow. Sheldon, what do you do?"
"6","Sheldon: I signal my contempt for your cruel plan to shove Christmas joy down my throat by making a gesture that says get a load of this guy."
"6","Leonard: Fine. Howard, what do you do?"
"6","Howard: I follow the ogre tracks, checking for secret doors along the way."
"6","Leonard: And you discover a secret door leading to a dark corridor."
"6","Howard: Okay, guys, let’s make a plan, spell casters in the back, warriors in the front."
"6","Raj: No, screw that noise, I’m going in. Hang on, Santa, I’m coming for you."
"6","Leonard: Okay, you run into a room full of weapons, hit a trip wire, a cannon blows your face off, you die, you’re out of the game."
"6","Raj: But, a cannon? Am I really out of the game?"
"6","Sheldon: Lucky."
"6","Leonard: Okay, come on, moving on."
"6","Raj: Wait, doesn’t anyone have a rod of resurrection? Because if you’ve got one, I need it bad. Get in here with your rod and give it to me."
"6","Stuart: Okay, you need to say these things in your head before you say them out loud."
"6","Penny (entering): Hey, guys. I don’t mean to interrupt your little game, but I thought you’d like to see what you’re missing out on. So, Bernadette? Bernadette’s wearing leopard-print pumps and a rack-tastic red dress from Forever 21. And there’s Amy, showing all kinds of ankle. In an outfit I’m assuming is from Forever 63. And I, myself am wearing a little number that got me out of two speeding tickets and jury duty."
"6","(entering)"
"6","Sheldon: I know they’re making a rhetorical point, I just don’t know what it is."
"6","Penny: See you, boys. We are going drinking."
"6","Raj: Uh, wait, can I come with you? My character died."
"6","Bernadette: Sorry, Raj, it’s girls’ night out."
"6","Amy: Maybe another time."
"6","Leonard: Okay…"
"6","Penny: Come on."
"6","Raj: Ooh! Girls’ night, girls’ night! Ooh! Ooh!"
"6","Stuart: How does he not hear that?"
"6","Scene: A bar."
"6","Amy: So, what’s the plan? Are we gonna teach our fellas a lesson by getting stinking drunk, luring strange men into the bathroom, and turning the toilet stall into a temple of the senses?"
"6","Bernadette: No!"
"6","Penny: No!"
"6","Amy: Geez, who’s Forever 63 now?"
"6","Raj: Can we get another bottle of champagne for the table? Don’t worry. It’s my treat."
"6","Amy: Thanks."
"6","Penny: Wow, you should come to girls’ night more often. And not just because if you weren’t here, this would be a can of Pabst."
"6","Raj: My pleasure, nothing makes me happier than the chance to spoil a lady. Just ask my dog. My vet says if I give her any more foie gras, she’s going to die of gout."
"6","Bernadette: Hey, let’s help Raj meet a girl tonight."
"6","Raj: No, no, no, I’m fine."
"6","Penny: Okay, wait, are we talking one-night stand or do we want to get him into a relationship?"
"6","Amy: Let’s get him laid!"
"6","Raj: Stop it. You’re ruining girls’ night."
"6","Penny: Raj, you’re a great guy, you’re in a bar full of single women, let us help you."
"6","Bernadette: Yeah, you’re a real catch. I know you’re shy, but that doesn’t mean you shouldn’t have someone wonderful in your life."
"6","Raj: That’s sweet of you. But what can you do to help?"
"6","Bernadette: We’ll nose around, see if we can find a nice girl, and then introduce you."
"6","Raj: Okay. Well, a couple of things. Don’t tell them I come from money. I want them to love me for me. They must be insanely hot. Like, nines or tens."
"6","Penny: Nines or tens?"
"6","Raj: Okay, an eight is acceptable if she’s willing to bring another eight to the hot tub."
"6","Bernadette: Bottom line, you’ll take any woman who’ll have you, right?"
"6","Raj: In a New Delhi minute."
"6","Stuart: I don’t remember you buying these miniatures in my store."
"6","Leonard: Oh, uh, yeah. I got ’em on Amazon."
"6","Stuart: Sure. I get it. Why support a friend when you can support a multinational conglomerate that is crushing the life out of that friend?"
"6","Leonard: I know, but when I shop online, I can do it on the toilet."
"6","Stuart: Have you seen my store? The whole place is a toilet."
"6","Howard: Can we please move this along?"
"6","Leonard: Yeah, sorry. Uh, you come to the end of the tunnel and find a large chest. What do you do? And, Howard, do not say, I feel up the large chest."
"6","Howard: Excuse me, I’m a married man now. I wasn’t going to say anything so juvenile."
"6","Leonard: Great. What do you do?"
"6","Howard: I walk up to the large chest, bury my face in it and go “blublublublublublublublu”"
"6","Sheldon: I open the chest."
"6","Leonard: It’s locked, but suddenly the door behind you slams shut and now the walls of the room start closing in."
"6","Stuart: That’s not good. My character and I both have claustrophobia."
"6","Leonard: Glowing letters appear on the chest that read, If squashed to death you wish not to be, sing of Svaty Vaclav and his victory."
"6","Howard: Who the hell is Svaty Vaclav?"
"6","Leonard: Walls are getting closer."
"6","Stuart: Oh, boy, happy place, happy place."
"6","Sheldon: Wait, Svaty Vaclav was the Duke of Bohemia."
"6","Leonard: You’re ten seconds away from getting crushed. Nine, eight."
"6","Howard: What are we supposed to do?"
"6","Leonard: Seven, six."
"6","Sheldon: Wait, wait. Svaty Vaclav is better known as Good King Wenceslas from the beloved Victorian Christmas carol."
"6","Howard: Never heard of it. Must be the one Christmas song not written by a Jewish guy."
"6","Leonard: Three, two."
"6","Stuart: Somebody sing the damn song."
"6","Sheldon: Good King Wenceslas looked out, on the feast of Stephen. When the snow lay ’round about, deep and crisp and even"
"6","Leonard: The walls are getting slower."
"6","Sheldon: Brightly shone the moon that night, though the frost was cruel. When a poor man came in sight gathering winter fuel."
"6","Leonard:The walls stop. You’re safe."
"6","Howard: That was amazing, Sheldon."
"6","Stuart: How did you know that?"
"6","Sheldon: It was simple. I combined a well-known historical fact about Bohemia with the memory of my grandparents, Mee-Maw and Pop-Pop, singing Christmas carols while I sat in front of the fire and tried to build a high-energy particle accelerator out of Legos."
"6","Leonard: Okay, continuing our quest."
"6","Sheldon: W-W-Wait. There’s still four more verses. You don’t sing a song and not finish it. Hither, page, and stand by me, if thou know’st it, telling. Yonder peasant, who is he? Where and what his dwelling? Brightly shone the moon that night, though the frost…"
"6","Scene: The bar."
"6","Bernadette: Looks like he’s doing pretty good."
"6","Penny: Of course he is. Look, that girl just got dumped by her boyfriend. She’s angry, she’s drunk, and her favorite movie is Slumdog Millionaire. I mean."
"6","Amy: That is some low-hanging fruit."
"6","Bernadette: Oh, here he comes."
"6","Penny: So, how’d it go?"
"6","Raj: Great. I bought her a couple of drinks, and she gave me her e-mail address."
"6","Penny: Ooh!"
"6","Bernadette: Jennifer at not-even-if-you-were-the-last-guy-on-earth dot loser."
"6","Raj: What?"
"6","Bernadette: I’m sorry, Raj."
"6","Raj: Why can’t I find someone? I’m smart, I’ve got a cool job, and my naturally bronzed complexion means I can pull off mustard yellow in a way most guys can’t."
"6","Penny: Oh, honey, it’s not you, it’s them."
"6","Raj: No, it’s not. She was too beautiful for me."
"6","Bernadette: Why would you say that?"
"6","Raj: It’s true. I’m always attracted to women I can’t have. I do it all the time. I did the same thing with the two of you."
"6","Amy: The two of them? I don’t understand."
"6","Raj: Well, uh, there was a time when I had a thing for Penny, and I thought she was into me, too, because she got drunk and naked and climbed into bed with me. But apparently I misread those signals."
"6","Amy: And you liked Bernadette also?"
