"season","main_character_script"
"3","Penny: I missed you so much."
"3","Leonard: I missed you, too."
"3","Penny: I couldn’t even think of anyone else while you were gone."
"3","Leonard: Me, neither. Except for one night when the heat went out. Long story, it’s… don’t ask."
"3","Sheldon: (Knock, knock, knock) Leonard. (Knock, knock, knock) Leonard. (Knock, knock, knock) Leonard."
"3","Leonard (whispering): Do not make a sound."
"3","Sheldon: Whispering do not make a sound is a sound."
"3","Leonard: Damn his Vulcan hearing. Not a good time, Sheldon."
"3","Sheldon: (Knock, knock, knock) Penny. (Knock, knock, knock) Penny. (Knock, knock, knock) Penny."
"3","Penny: Oh, this is ridiculous. What?"
"3","Sheldon: Hello, Penny. I realize you’re currently at the mercy of your primitive biological urges, but as you have an entire lifetime of poor decisions ahead of you, may I interrupt this one?"
"3","Penny: It’s great to see you too. Come on in."
"3","Sheldon: Wolowitz has informed me of your grand deception. Do you have anything to say for yourself?"
"3","Leonard: Yes, I feel terrible about it. I will never forgive myself, I don’t expect you to either, and I would really appreciate it if you would leave me with Penny for a session of self-criticism and repentance."
"3","Penny: Okay, can someone please tell me what’s going on here?"
"3","Sheldon: What’s going on is I was led to believe I was making groundbreaking strides in science, when in fact, I was being fed false data at the hands of Wolowitz, Koothrappali and your furry little boy toy."
"3","Penny: Is that true?"
"3","Leonard: It was the only way to make him happy."
"3","Penny: Why did you have to make him happy?"
"3","Leonard: Because when he wasn’t happy, we wanted to kill him. There was even a plan. We were going to throw his Kindle outside, and when he went to get it, lock the door and let him freeze to death."
"3","Sheldon: That seems like a bit of an overreaction."
"3","Leonard: No, the overreaction was the plan to tie your limbs to four different sled dog teams and yell mush. Look, we kept the original data. You can still publish the actual results."
"3","Sheldon: Yes, but the actual results are unsuccessful and I’ve already sent an e-mail to everyone at the university explaining that I have confirmed string theory and forever changed man’s understanding of the universe."
"3","Leonard: Aw, see, yeah, you probably shouldn’t have done that. So write another e-mail, set the record straight, it’s no big deal."
"3","Sheldon: You’re right, Leonard, it’s not a big deal. All you did was lie to me destroy my dream and humiliate me in front of the whole university. That, FYI, was sarcasm. I, in fact, believe it is a big deal"
"3","Penny: Oh, the poor thing."
"3","Leonard: Yeah, I feel terrible."
"3","Penny: Wait, wait. Aren’t you going to go talk to him?"
"3","Leonard: What? Uh, he’ll be fine, the guy’s a trouper, come here."
"3","Penny: No, you’re right, you shouldn’t talk to him. I will."
"3","Leonard: Man, I cannot catch a break."
"3","Scene: Sheldon’s bedroom. Penny knocks and enters."
"3","Penny: Hey. Do you want to talk?"
"3","Sheldon: About what? Being betrayed by my friends? Spending three months at the North Pole for nothing? And I didn’t even get to go to Comic-Con!"
"3","Penny: Oh, hon… Uh… (singing) Soft kitty, warm kitty…"
"3","Sheldon: That’s for when I’m sick. Sad is not sick."
"3","Penny: Oh. Sorry. I don’t know your sad song."
"3","Sheldon: I don’t have a sad song. I’m not a child."
"3","Penny: Well, you know, I do understand what you’re going through."
"3","Sheldon: Really? Did you just have the Nobel Prize in waitressing stolen from you?"
"3","Penny: Well, no, but when I was a senior in high school, one of my friends heard I was going to be named head cheerleader. Oh, I was so excited. My mom even made me a celebration pie. Then they named stupid Valerie Mossbacher head cheerleader. Big ol’ slutbag."
"3","Sheldon: Are you saying that you think a celebration pie is even remotely comparable to a Nobel Prize?"
"3","Penny: Well, they’re pretty tasty."
"3","Sheldon: And on a different, but not unrelated topic, based on your current efforts to buoy my spirits, do you truly believe that you were ever fit to be a cheer leader?"
"3","Penny: Look, Sheldon, I just don’t think that the guys and Leonard really meant to hurt you. You know? They just told an unfortunate lie to deal with a difficult situation. Okay, you know what it’s like? Remember that scene in the new Star Trek movie when Kirk has to take over the ship, so he tells Spock all that stuff he knew wasn’t true, like saying Spock didn’t care his mom died?"
"3","Sheldon: I missed Comic-Con and the new Star Trek movie!"
"3","Scene: The university cafeteria. The guys have shaved and had haircuts. Howard has kept his moustache."
"3","Raj: I like the new look."
"3","Howard: Thanks. I call it the Clooney."
"3","Raj: I call it the Mario and Luigi, but whatever. Hey, how’s Sheldon doing?"
"3","Leonard: Well, he came out of his room this morning wearing his Darth Vader helmet and tried to choke me to death with the Force, so I’d say, a little better."
"3","Howard: If I may abruptly change the subject, did you and Penny finally… you know."
"3","Leonard: Howard…"
"3","Howard: Personally, I don’t care, but my genitals wanted me to ask."
"3","Leonard: Well, tell your genitals what I do with Penny is none of their business."
"3","Howard (to his genitals): He says they didn’t do it."
"3","Leonard (to Sheldon, entering): Sheldon, over here. (Sheldon sits at another table and tries to choke all three to death with the force. Raj pretends he is choking.)"
"3","Howard: What are you doing?"
"3","Raj: I feel bad for the guy."
"3","Leonard: Sheldon, why are you sitting by yourself?"
"3","Sheldon: Because I am without friends. Like the proverbial cheese, I stand alone. Even while seated."
"3","Leonard: Come on. We said we were sorry."
"3","Sheldon: It’s going to take more than I’m sorry and a store-bought apology pie from Penny to make up for what you’ve done to me."
"3","Kripke (arriving): Hey, Cooper. Wead your wetwaction e-mail. Way to destroy your weputation."
"3","Sheldon: You see? People have been pointing and laughing at me all morning."
"3","Kripke: That’s not twue. People have been pointing and waughing at you your whole wife."
"3","Sheldon: All right, I’ve had enough. Attention, everyone. I’ m Dr. Sheldon Cooper. As many of you in the physics department might know, my career trajectory has taken a minor detour."
"3","Kripke: Off a cwiff."
"3","Sheldon: My credibility may have been damaged…"
"3","Kripke: Compwetely wecked."
"3","Sheldon: But I would like to remind you that in science, there’s no such thing as failure. There once was a man who referred to his prediction of a cosmological constant as the single biggest blunder of his career. That man’s name was, surprise, surprise, Albert Einstein."
"3","Kripke: Yeah, but wesearch into Dark Energy pwoved that Einstein’s cosmowogical constant was actually wight all along, so you’re still, surpwise, surpwise, a woser."
"3","Sheldon: Oh, you think you’re so clever. Well, let me just tell you, while I do not currently have a scathing retort, you check your e-mail periodically for a doozy."
"3","Leonard: So much for our friendship with Sheldon."
"3","Raj: Well, we’ll always have the night the heat went out."
"3","Penny: Hi."
"3","Leonard: Hey. Listen, since we got, you know, interrupted last night, I didn’t have a chance to give you this."
"3","Penny: Oh, Leonard, you shouldn’t have. Oh, boy! What is it?"
"3","Leonard: It’s a snowflake. From the North Pole."
"3","Penny: Are you serious?"
"3","Leonard: Uh-huh. It’ll last forever. I preserved it in a one percent solution of polyvinyl acetal resin."
"3","Penny: Oh, my God. That’s the most romantic thing anyone’s ever said to me that I didn’t understand."
"3","Leonard: It’s actually a pretty simple process. You see, cyanoacrylate are monomers which polymerize on… (she kisses him)"
"3","Howard (arriving): Red alert, Leonard. Sheldon ran away."
"3","Leonard: Man, I can not catch a break."
"3","Penny: So, how do you know he ran away?"
"3","Howard: Well, he’s not answering his phone, he handed in his resignation at the university and he sent me a text that said, I’m running away."
"3","Leonard: Okay, well, thanks for letting me know."
"3","Penny: Well, Leonard, aren’t you going to do something?"
"3","Leonard: Of course I’m going to do something. Uh, Howard, you check the comic book store. Raj, go to the Thai restaurant. I’ll stay here with Penny in her apartment. (His phone rings) Oh, damn it. It’s Sheldon’s mother. A break cannot be caught. Hi, Mrs. Cooper. He is? Sheldon went home to Texas. Yeah, no, I know he resigned. Yes, I guess it kind of is our fault. No, no, no, you, you’re right, someone needs to come talk to him. Don’t worry, I’ll take care of it. Yeah. All right. New plan. Howard, you and Raj go to Texas. I’ll stay here with Penny in her apartment."
"3","Penny: Well, you’re not gonna go with them?"
"3","Leonard: Well, you know, I gave you the snowflake and we were kissing and… Oh, come on, I don’t want to go to Texas!"
"3","Howard: Oh, right, and I do? My people already crossed a desert once, we’re done."
"3","Leonard: Trust me, you’ll be fine. See ya."
"3","Penny: Well, wait a second, Leonard, come on, how can you not go? He’s your best friend."
"3","Leonard: Yeah, but I already saw him naked. Just come here."
"3","Penny: No. I promise I will be here when you get back. Just go help Sheldon."
"3","Leonard: Really?"
"3","Penny: Yeah. We waited a few months. We can wait a few more days."
"3","Leonard: Maybe you can."
"3","Penny: Go."
"3","Raj: Boy, you cannot catch a break, can you?"
"3","Scene: Sheldon’s mother’s kitchen."
"3"," "
"3","Mrs Cooper: Here you go, Shelly."
"3","Sheldon: Thanks, Mom."
"3","Mrs Cooper: Hold your horses, young man. Here in Texas, we pray before we eat."
"3","Sheldon: Aw, Mom."
"3","Mrs Cooper: This is not California, land of the heathen. Gimme. By His hand we are all…"
"3","Sheldon: Fed."
"3","Mrs Cooper: Give us, Lord, our daily…"
"3","Sheldon: Bread."
"3","Mrs Cooper: Please know that we are truly…"
"3","Sheldon: Grateful."
"3","Mrs Cooper: For every cup and every…"
"3","Sheldon: Plateful."
"3","Mrs Cooper: Amen. Now, that wasn’t so hard, was it?"
"3","Sheldon: My objection was based on considerations other than difficulty."
"3","Mrs Cooper: Whatever. Jesus still loves you."
"3","Sheldon: Thank you for carving a smiley face in my grilled cheese sandwich."
"3","Mrs Cooper: Oh, I know how to take care of my baby. His eyes came out a little thin, but you can just pretend he’s Chinese. So, do you want to talk about what happened with you and your little friends?"
"3","Sheldon: They’re not my friends."
"3","Mrs Cooper: All right. If you recall, when you were little, we sat right here at this very spot and we talked about some of the problems you had getting along with the neighbour kids."
"3","Sheldon: That was different. They were threatened by my intelligence and too stupid to know that’s why they hated me."
"3","Mrs Cooper: Oh baby, they knew very well why they hated you."
"3","Scene: A rental car."
"3","Leonard: I can’t believe you bought a red cowboy hat."
"3","Howard: Hello? I’m wearing a red turtleneck. Plus, it was the only boys’ large they had."
"3","Raj: I’m sorry, this does not look like Texas. Where’s the tumbleweeds? Where’s the saloons?"
"3","Leonard: Saloons?"
"3","Raj: Yeah, like in the movies I saw growing up in India. You know, uh, Four for Texas, Yellow Rose of Texas."
"3","Howard: This neighbourhood is more Texas Chainsaw Massacre."
"3","Raj: I was really hoping to see a cattle drive."
"3","Leonard: What can I tell you? They probably have steaks on sale at that big-ass Costco over there."
"3","Scene: Sheldon’s mother’s house."
"3","Leonard: Will you please take that stupid hat off?"
"3","Howard: No, I want to blend in."
"3","Raj: To what? Toy Story?"
"3","Mrs Cooper: Hi, boys."
"3","Howard: Howdy, ma’am."
"3","Mrs Cooper: Howdy to you, too. You got here quick."
"3","Leonard: – We took the red-eye."
"3","Mrs Cooper: Well, come on in."
"3","Howard: Thank you kindly."
"3","Mrs Cooper: Can I… Can I get you something to drink?"
"3","Leonard: Uh, no, thank you."
"3","Howard: If y’all don’t mind, I got a hankerin’ for a Lone Star beer."
"3","Mrs Cooper: There’s no alcohol in this household. Stop talking like that and lose the hat."
"3","Howard: Sorry. I’ll take a diet Yoo-Hoo if you have it."
"3","Mrs Cooper: You’ll take a Cola.* What about you? Radge, isn’t it? Oh, you still having trouble talking to the ladies? Because, you know, at our church we have a woman who’s an amazing healer. Mostly she does, uh, crutch and wheelchair people, but I bet she’d be willing to take a shot at whatever Third World demon is running around inside of you."
"3","Leonard: Uh, if you don’t mind, Mrs. Cooper, there’s a 3:05 nonstop back to Los Angeles, and you have no idea how much I want to be on it."
"3","Mrs Cooper: A girl?"
"3","Leonard: Uh, yes, ma’am."
"3","Mrs Cooper: Oh, good. I’ve been praying for you. Oh, Sheldon."
"3","Sheldon: What are they doing here?"
"3","Leonard: We came to apologize."
"3","Howard: Again."
"3","Leonard: And bring you home. So, why don’t you pack up your stuff and we’ll head back."
"3","Leonard: No, this is my home now. Thanks to you, my career is over and I will spend the rest of my life here in Texas trying to teach evolution to creationists."
"3","Mrs Cooper: You watch your mouth, Shelly. Everyone’s entitled to their opinion."
"3","Sheldon: Evolution isn’t an opinion, it’s fact."
"3","Mrs Cooper: And that is your opinion."
"3","Sheldon: I forgive you. Let’s go home."
"3","Mrs Cooper: Don’t tell me prayer doesn’t work."
"3","Scene: In Penny’s bed."
"3","Leonard: How about that? I finally caught a break."
"3","Penny: Uh-huh."
"3","Leonard: You know how they say when friends have sex it can get weird?"
"3","Penny: Sure."
"3","Leonard: Why does it have to get weird?"
"3","Penny: I don’t know."
"3","Leonard: I mean, we were friends, and now we’re more than friends. We’re whatever this is. But why label it, right? I mean, it is what it is and…"
"3","Penny: Leonard?"
"3","Leonard: Yeah?"
"3","Penny: It’s weird."
"3","Leonard: Totally."
"3","(* This scene was originally filmed using the word “coke” but it was overdubbed for television purposes. On the DVD version, the original is used.)"
"3","Series 03 Episode 02 – The Jiminy Conjecture"
"3","Scene: The comic book store."
"3","Howard: Sheldon, you’re wrong. Wolverine was not born with bone claws."
"3","Sheldon: Howard, you know me to be a very smart man. Don’t you think if I were wrong, I’d know it?"
"3","Howard: Okay, first of all…"
"3","Raj: Give it up, dude, you’re arguing with a crazy person."
"3","Sheldon: I’m not crazy. My mother had me tested."
"3","Leonard: Hey, guys."
"3","Howard: What are you doing here?"
"3","Leonard: What do you mean? It’s new comic book night."
"3","Raj: Yeah, but since you and Penny finally hooked up, we thought you two would be having bouncy naked yum-yum night."
"3","Leonard: There’s more to life than sex, Raj."
"3","Howard: Okay, who had Leonard flames out with Penny in less than 24 hours”?"
"3","Sheldon: I did."
"3","Leonard: Nothing flamed out. We don’t have to have sex every night, you know."
"3","Howard: You don’t have to, but it’s highly recommended."
"3","Raj: Yeah, take advantage of that window of opportunity before it slams shut on your little dinky."
"3","Leonard: It’s not a matter of opportunity. We’re getting to know each other. There’s a learning curve."
"3","Howard: What’s there to learn? You get naked, do nasty things to each other, then somebody makes scrambled eggs and salami. Easy peasy."
"3","Sheldon: Perhaps what Leonard is obliquely referring to is the occurrence of some sort of sexual dysfunction."
"3","Raj: Okay, who had Leonard gets a floppy disk?"
"3","Sheldon: Oh, a clever, albeit obsolete, euphemism for insufficient blood flow to the male sex organ."
"3","Leonard: Nothing like that happened, all right? The sex was just fine."
"3","Raj: Just fine? Oh, dude, the fourth Harry Potter movie was just fine."
"3","Leonard: I’m not saying it was bad, I’m just saying it… wasn’t great."
"3","Howard: Okay, when you say “it wasn’t great, do you mean for both of you? Because we can totally see it not being great for her. Am I right?"
"3","Raj: Oh, yeah."
"3","Leonard: To tell you the truth, I think we were both a little, I don’t know…"
"3","Raj: Disappointed? Let down?"
"3","Howard: Ashamed? Horrified? Repulsed?"
"3","Leonard: All I know is, it wasn’t the way I dreamed it would be."
"3","Howard: Sex is never the way I dream it’s gonna be."
"3","Raj: That’s because in your dreams you’re a horse from the waist down."
"3","Sheldon: Excuse me, Wolverine: Origin. Miniseries issue two, page 22. Retractable bone claws. If you people spent less time thinking about sex and more time concentrating on comic books, we’d have far fewer of these embarrassing moments."
"3","Credits Sequence"
"3","Scene: The apartment."
"3","Leonard: Sheldon, dinner’s here."
"3","Sheldon: Tandoori Palace?"
"3","Leonard: No, we went somewhere new."
"3","Sheldon: You’re good-naturedly ribbing me, aren’t you?"
"3","Leonard: No, look, Mumbai Palace."
"3","Sheldon: Why? Why would we change? We had a perfectly good palace. Tandoori Palace is our palace."
"3","Leonard: Trust me, this will be just fine."
"3","Howard: You are the authority on just fine."
"3","Leonard: What’s that supposed to mean?"
"3","Howard (after Raj whispers to him): Yeah, exactly. Not bad, but not great."
"3","Penny: What are they talking about?"
"3","Leonard: I don’t know"
"3","Sheldon: I know. As I’m sure you’re aware…"
"3","Leonard: Duh-duh-duh-duh-duh-duh."
"3","Sheldon: If that’s Morse code, that’s terrible. As I was saying, you and Leonard had a disappointing sexual encounter. Earlier this evening, Leonard characterized it as just fine. So what you’re seeing here is a continuation of the mocking that followed."
"3","Penny: Okay, yeah, well, I’m just gonna go eat my dinner elsewhere. Maybe an airplane headed for a mountainside."
"3","Leonard: Penny, wait. Aagh! What is wrong with you?"
"3","Sheldon: I sense I may have crossed some sort of line."
"3","Raj: Yeah, you…"
"3","Howard: Uh, no, no, no, don’t tell him, let’s see if he can figure it out."
"3","Penny: Ugh, I am so embarrassed!"
"3","Leonard: Please don’t be mad."
"3","Penny: What did you tell them?"
"3","Leonard: Nothing bad, just that last night was fine."
"3","Penny: Fine? You said it was fine?"
"3","Leonard: Yeah, it’s a perfectly good word. You put it in front of wine or dining, and you’ve really got something. Okay, well, let me ask you this, how was last night for you?"
"3","Penny: It was… okay."
"3","Leonard: Okay?"
"3","Penny: Yeah, it’s a perfectly good word. I mean, you put it in front of dokay and you really got something. All right, look, let’s not overreact, you know? For a lot of couples, it takes time to get to know each other’s rhythms. Learn what the other person wants and likes."
"3","Leonard: So, you’ve been through this before?"
"3","Penny: No."
"3","Leonard: Okay-dokay."
"3","Penny: You know, I think this is one of those things where talking about it is not going to make it better. Want a glass of wine?"
"3","Leonard: So much."
"3","Penny: Okay. See, we should’ve done this last night, you know, have a little wine, take the edge off."
"3","Leonard: Actually, ethyl alcohol inhibits electrical conduction in the nerve cells and stimulates reuptake receptors of inhibitory neurotransmitters like gamma-aminobutyric acid."
"3","Penny: Don’t talk, just drink."
"3","Howard: No, you’re misunderstanding. A shiksa goddess isn’t an actual goddess and we don’t pray to them, we prey on them."
"3","Raj: Whatever, dude. The point is, Leonard’s got one and you don’t."
"3","Sheldon: Is this it? It was inappropriate to discuss Leonard and Penny’s sex life in front of Leonard and Penny. (Howard indicates that he has got it.) Oh, good! Now I can eat."
"3","Raj: What’s that?"
"3","Howard: Sounds like a cricket."
"3","Sheldon: Hang on. Based on the number of chirps per minute and the ambient temperature in this room, it is a snowy tree cricket."
"3","Howard: Oh, give me a frickin’ break. How could you possibly know that?"
"3","Sheldon: In 1890, Emile Dolbear determined that there was a fixed relationship between the number of chirps per minute of the snowy tree cricket and the ambient temperature. A precise relationship that is not present with ordinary field crickets."
"3","Raj: How do you know what the exact temperature of the room is?"
"3","Sheldon: Under the terms of my roommate agreement with Leonard, I’ve had unilateral control of the thermostat ever since the sweaty night of ’06."
"3","Howard: Okay, you were right about Wolverine and bone claws, but you’re wrong about the cricket."
"3","Sheldon: Howard, don’t embarrass yourself, the science chirps for itself. Humorous word play."
"3","Howard: No, no, not this time. I know insects, my friend, I spent many childhood years capturing them with nets, putting them in glass jars, sticking pins through them, mounting them on corrugated cardboard with Dymo labels underneath, identifying the genus and species. In Latin."
"3","Raj: Oh, dude, you are never getting a shiksa goddess."
"3","Sheldon: That is a snowy tree cricket. Oecanthus fultoni. I was done with Latin by fifth grade."
"3","Howard: Okay, okay, tell you what. I am willing to bet anything that’s an ordinary field cricket."
"3","Sheldon: I can’t take your money."
"3","Howard: What’s the matter, you chicken?"
"3","Sheldon: I’ve always found that an inappropriate slur. Chickens are not, by nature, at all timid. In fact, when I was young, my neighbour’s chicken got loose and chased me up the big elm tree in front of our house."
"3","Raj: Chickens can’t climb trees"
"3","Sheldon: Thank God."
"3","Howard: Okay, I believe a chicken made you his bitch. But the cricket thing, I don’t buy. Bet me."
"3","Sheldon: Fair enough. What stake do you propose?"
"3","Howard: I will put up my Fantastic Four number 48, first appearance of Silver Surfer against your Flash 123, the classic Flash of two worlds issue."
"3","Sheldon: All right, you have a wager."
"3","Howard: Hmm."
"3","Raj: Great. Now how are you going to settle it, hmm? There is no way to determine the species of the cricket without examining it."
"3","Slight time shift. The guys are searching for the cricket."
"3","Raj: I wonder what the non-pathetic people are doing tonight."
"3","Scene: Penny’s apartment, Penny and Leonard are kissing. They break and look at each other uncomfortably."
"3","Leonard: More wine?"
"3","Penny: Hit me."
"3","Scene: The apartment, the guys are still searching for the cricket. They are inside the cupboard."
"3","Sheldon: I don’t see anything."
"3","Howard: Shh!"
"3","Raj: Hallway. (All try to exit at once and get stuck in doorway.)"
"3","Sheldon: One at a time. (Same thing happens again. Eventually they leave the apartment. There is a growling noise.) What was that?"
"3","Raj: My stomach. Indian food doesn’t agree with me. Ironic, isn’t it?"
"3","Howard: Shh! Elevator shaft."
"3","Sheldon: Help me open it."
"3","Howard: Are you crazy? We can’t go down an empty elevator shaft."
"3","Sheldon: Fine, if you don’t want to proceed, then you forfeit the bet, and I’ll take possession of your Fantastic Four."
"3","Howard: Let’s open her up."
"3","Sheldon: Are you bothered that I can so easily manipulate you?"
"3","Howard: Don’t push me, Sheldon. I may be small, but I took kung fu when I was 13, and I remember a good deal of it."
"3","Sheldon: Oh, really? Well, I grew up with an older brother and a very contentious twin sister and I believe I could easily best you in any physical confrontation, be it noogies, swirlies or the classic why are you hitting yourself?"
"3","Raj: Ooh, big talk from a man who was once treed by a chicken."
"3","Scene: Penny’s apartment."
"3","Leonard: What are we drinking now?"
"3","Penny: Peppermint schnapps."
"3","Leonard: Why would you buy peppermint schnapps?"
"3","Penny: Because I like peppermint, and it’s fun to say schnapps. Hey, Leonard?"
"3","Leonard: What?"
"3","Penny: Schnapps."
"3","Leonard: Schnapps. You’re right, that is fun."
"3","Scene: The elevator shaft. Sheldon is inside."
"3","Raj: Be careful."
"3","Sheldon: If I were not being careful, your telling me to be careful would not make me careful."
"3","Raj (hearing the cricket): Stairwell."
"3","Sheldon: Uh-oh, flashlight went out. I need some batteries. Fellas? Hello? It’s really dark down here."
"3","Scene: Penny’s bathroom. Leonard is vomiting in the toilet."
"3","Penny: Oh, sweetie. You really can’t hold your liquor, can you?"
"3","Leonard: I’m okay. Just a little mouthwash, and then I’m gonna rock your world. (Penny vomits in sink) Are you okay? (Vomits in toilet again)"
"3","Scene: The university cafeteria. Raj has the cricket in a jar."
"3","Raj: Ugh, Toby, what did you do in a past life to be so disgusting now?"
"3","Sheldon: His name isn’t Toby. Toby is an absurd name for a cricket."
"3","Raj: What would you name him?"
"3","Sheldon: An appropriate cricket name. For example, Jiminy."
"3","Howard: All right, Sheldon, here we go, Kleingast’s Field Guide to North American Insects. Hey, Toby. Right here, see it? The common field cricket, aka Gryllus assimilis, which is Latin for suck it, you lose."
"3","Sheldon: Hang on. Voilà, the snowy tree cricket, aka Oecanthus fultoni, which is Latin for I’ll suck nothing. Of course I’m joking because the Latin for that is nihil exsorbibo."
"3","Howard: That is not Toby, this is Toby. Raj, what do you think?"
"3","Raj: Oh, I really don’t care anymore"
"3","Leonard: God, I had the most horrible night."
"3","Raj: What happened?"
"3","Sheldon: Obviously another carnal fiasco with the shiksi goddess."
"3","Howard: Shiksa. Shik-sa."
"3","Sheldon: Forgive me. Yiddish was not spoken in east Texas. And if it was, it wasn’t spoken for long."
"3","Howard: Yeah, fine, whatever. The point is, you’re wrong again."
"3","Sheldon: We haven’t established that I’m wrong once."
"3","Howard: All right. Tell you what, let’s go down to the Entomology Department and let Professor"
"3","Crawley tell us what kind of cricket Toby is."
"3","Sheldon: He’s a snowy tree cricket, and his name is Jiminy. (They leave)"
"3","Leonard: I bet I could throw a rock in this room and come up with three better friends."
"3","Scene: The Entomology Department."
"3"," "
"3","Raj: Holy crap. It’s like Silence of the Lambs down here. (Howard tickles the back of his neck. He screams) Don’t do that!"
"3","Howard: You’re such a girl. They’re just bugs."
"3","Raj: Yeah, well, I don’t like bugs, okay? They freak me out."
"3","Sheldon: Interesting. You’re afraid of insects and women. Ladybugs must render you catatonic. It was a joke. I made it to lessen your discomfort. You’re welcome"
"3","Prof Crawley (arriving): Don’t knock. Just walk in. Why be polite to the world’s leading expert on the dung beetle?"
"3","Sheldon: Excuse me, are you Professor Crawley?"
"3","Prof Crawley: Who wants to know?"
"3","Sheldon: I’m Dr. Cooper from the Physics Department."
"3","Prof Crawley: Couldn’t wait, huh?"
"3","Sheldon: I’m sorry?"
"3","Prof Crawley: I haven’t even packed yet, and you’re already measuring my lab for one of your godless laser machines."
"3","Howard: No, you don’t understand. We just want to ask you a question."
"3","Prof Crawley: Let me ask you one first. What’s a world renowned entomologist with a doctorate and 20 years of experience to do with his life when the university cuts off the funding for his lab, huh?"
"3","Raj: Ask rhetorical questions that make people uncomfortable?"
"3","Prof Crawley: What’s your deal? Are they planning to outsource my job to Bangalore?"
"3","Raj: I’m from New Delhi. Maybe you should find another entomologist."
"3","Sheldon: No, no. We’re here, let’s settle this. Professor, can you identify our cricket?"
"3","Prof Crawley: Of course I can. I can identify every insect and arachnid on the planet. Not that that’s going to keep me from having to move in with my daughter in Oxnard. And we’re not talking Oxnard at the beach. No! We’re talking Oxnard in the onion fields."
"3","Howard: Well, could you look at Toby?"
"3","Prof Crawley: Toby? What a stupid name for a cricket."
"3","Sheldon: Told you."
"3","Prof Crawley: It’s a field cricket."
"3","Howard: Yes!"
"3","Sheldon: No, no, wait. Dr. Crawley, are you sure?"
"3","Prof Crawley: Young man, I’ve been studying insects since I was eight years old. You know what they used to call me in school? Creepy Crawley."
"3","Sheldon: Cruel as that may be, that is not in itself a credential."
