"season","main_character_script"
"8","Dan: Wll, she is. I didn’t even want to meet you, but, uh, I was too scared to say no to her."
"8","Penny: Me, too."
"8","Dan: Yeah, yeah. One, one time, I had, I had to tell her we were cutting the, the research funding for one of the drugs she was developing."
"8","Penny: What happened?"
"8","Dan: I couldn’t do it. She’s still working on it. Oh, we’re not gonna tell her about this, right?"
"8","Penny: Oh, my God, no."
"8","Sheldon: At the hot dog stand in the Denver train station, Heinz ketchup. At the hot dog stand in the Salt Lake City train station, Heinz ketchup. At the hot dog stand in the Indianapolis train station?"
"8","Leonard: I don’t care."
"8","Sheldon: Wrong. Hunt’s. Hey, Amy, what do you say? You ready to move on to the mustard round?"
"8","Amy: Have you not noticed that I’ve been sitting back here quietly stewing for the past two hours?"
"8","Sheldon: I just thought you were bad at the game."
"8","Amy: I’m mad at you. How could you just go away like that without even saying good-bye, and then call Leonard for help instead of me?"
"8","Sheldon: Amy, may I please have a moment of privacy to speak with my roommate?"
"8","Amy: We’re in a moving car. What do you expect me to do? Stick my fingers in my ears?"
"8","Sheldon: Well, I was thinking put your head out the window like a dog, but that’ll work. Please? This’ll be quick. Leonard? As soon as we get home, I want to have coitus with Amy. Okay, she can’t hear. The reason I called you is because I didn’t want Amy to know I couldn’t make it on my own."
"8","Leonard: What’s the big deal?"
"8","Sheldon: Oh, of course it’s no big deal to you. You idolize me, and nothing could ever knock me off that pedestal you put me on."
"8","Leonard: Well, yeah, it’s true. You, you are a god to me."
"8","Amy: Can I stop now?"
"8","Leonard: Just tell her."
"8","Sheldon: I called Leonard because I failed. And I didn’t want you to think less of me."
"8","Amy: You were worried about that?"
"8","Sheldon: Yes."
"8","Amy: Sheldon, it’s okay with me that you’re not perfect."
"8","Sheldon: Can I have one more moment with Leonard?"
"8","Amy: Sure."
"8","Sheldon: Amy just hurt my feelings. I want to break up with her."
"8","Howard: Now, I never thought I’d say this, but I’m kind of excited to see Sheldon."
"8","Bernadette: I never thought I’d say this, but Penny got a job today."
"8","Howard: She did?"
"8","Bernadette: Well, the only reason she got it is ’cause the guy who interviewed her loves me."
"8","Howard (answering a knock on the door): What do you want?"
"8","(answering a knock on the door)"
"8","Stuart: I, uh, kind of got the feeling you might not be okay with me staying at your mom’s."
"8","Howard: You’re right, I’m not. I think it’s weird."
"8","Bernadette: Howie?"
"8","Howard: It is. He’s a grown man. He’s just gonna live there rent-free? How is that gonna motivate him to get off his butt and get a job? I mean, do you even have a plan?"
"8","Stuart: Hey, you’re not my father, okay? And besides, your mother and I were talking…"
"8","Howard: Your mother and I? You’re not my father."
"8","Stuart: I didn’t say I was your father."
"8","Howard: Well, I didn’t say I was your father."
"8","Bernadette: Okay, calm down. You’re not his father, he’s not your father. Nobody’s anybody’s father."
"8","Stuart: I, I’m sorry you don’t like my life choices, but it’s my life."
"8","Howard: Well, it’s my house, it’s my rules."
"8","Stuart: Oh, oh, okay, Dad, if I mow the lawn, can I have my allowance?"
"8","Bernadette: Hey, don’t you take that sarcastic tone with him."
"8","Stuart: I don’t have to listen to you."
"8","Howard: Don’t talk to her like that. That is my mother. Wife. My wife. I said my wife."
"8","Stuart: You know what? This isn’t getting us anywhere. When you’re ready to apologize, you know where to find me."
"8","Howard: Yeah, in my house."
"8","Stuart: That’s right, sucka."
"8","Scene: The stairwell."
"8","Sheldon: I wish I’d never gone on that trip. I feel no better now than when I left."
"8","Amy: But you still accomplished something."
"8","Leonard: Yeah. If you had told anyone that you were going away on a train by yourself across the country, do you know what they would have said?"
"8","Sheldon: That I couldn’t do it?"
"8","Leonard: Exactly. Right after they said yeah."
"8","Amy: But you did do it. So what if it didn’t all go your way? That’s what makes it an adventure."
"8","Sheldon: That’s a good point. You know, I’m a lot like Gandalf the Grey. He fought the Balrog and emerged stronger than ever as Gandalf the White. I was robbed of my phone and pants, and I, too, came back stronger. And whiter, too, ’cause I wasn’t in direct sunlight for six weeks."
"8","Amy: See? This trip was good for you."
"8","Sheldon: Indeed. I was the world’s smartest caterpillar. And then after pupating in our nation’s railway system, I’ve burst forth as the world’s smartest butterfly."
"8","Leonard: Butterfly could’ve gotten himself home from Arizona."
"8","Sheldon: Yeah, I feel renewed. I’m ready to deal with any changes that come my way."
"8","All: Hey."
"8","Penny: Hey, look who’s back."
"8","Sheldon: Your hair is different. You changed your hair. I can’t take this. I’m out."
"8","Sheldon: Would you like to see pictures from my trip?"
"8","Penny: I thought your phone got stolen."
"8","Sheldon: Yeah, it did, but luckily all my photos got backed up to the Cloud."
"8","Leonard: And you thought they all had a silver lining."
"8","Sheldon: Here, day one, uh, this was the seat I was going to sit in but didn’t because there were cracker crumbs on it. As it was first class, I suspect Ritz. This is the train bathroom. This is the Imodium I took so I would never have to use the train bathroom."
"8","Penny: I cannot believe you travelled the entire country and never left the train station."
"8","Sheldon: I know. You know, I almost died in a fire in Des Moines, but I stayed put. FYI, that’s when the Imodium gave out."
"8","Series 08 Episode 02 – The Junior Professor Solution"
"8","Scene: The apartment."
"8","Sheldon: I recently read that during World War Two, Joseph Stalin had a research program to create supersoldiers by having women impregnated by gorillas."
"8","Howard: What a sick use of science."
"8","Raj: Hey, as long as the baby’s healthy."
"8","Amy: I wonder if Stalin considered any other animals."
"8","Leonard: Hippos are the deadliest creature. A half-human, half-hippo soldier would be pretty badass."
"8","Howard: Yes, but when they’re hungry-hungry, you can stop them with marbles."
"8","Sheldon: Yeah, the correct animal for interspecies supersolider is koala. You would wind up with an army so cute it couldn’t be attacked."
"8","Raj: But half-man, half-owl could fly…"
"8","Sheldon: The answer is cuddly soldiers with big flat noses. Moving on."
"8","Howard: So, Penny, when’s the new job start?"
"8","Penny: Next Monday."
"8","Bernadette: Did you get a chance to look over the materials I gave you?"
"8","Penny: Uh, not yet, but I will."
"8","Bernadette: Great. When?"
"8","Penny: I said I’ll get to it."
"8","Sheldon: I’m sensing awkwardness, am I right?"
"8","Amy: Yes."
"8","Sheldon: Swish."
"8","Bernadette: I don’t want to be pushy, but you’ve never done pharmaceutical sales before. It seems like you could use this time to get a head start."
"8","Penny: Well, the first few weeks will be all training. They’ll tell me everything I need to know."
"8","Bernadette: But imagine how impressed they’d be if you showed up already familiar with the material."
"8","Penny: Okay, so what, you want me to be like a teacher’s pet?"
"8","Bernadette: Couldn’t hurt."
"8","Leonard: Mm, I don’t know. Who here has ever been hurt because they were the teacher’s pet?"
"8","Sheldon: It was like the rest of the class wanted Ms. McDonald to forget the quiz."
"8","Scene: Mrs Davis’ office."
"8","Sheldon: (Knock, knock, knock) Mrs. Davis. (Knock, knock, knock) Guess who?"
"8","(Knock, knock, knock)"
"8","Mrs Davis: Dr. Cooper."
"8","Sheldon: (Knock, knock, knock) That’s right, good job. Hello. Uh, you wanted to see me?"
"8","Mrs Davis: Yes. Uh, welcome back."
"8","Sheldon: Thank you. I assume you’d like to reopen our dialogue about the university forcing me to continue with string theory?"
"8","Mrs Davis: You mean the dialogue that went, please, no, please, no, please, no."
"8","Sheldon: That’s the one. I believe you went last, so, uh, please?"
"8","Mrs Davis: Dr. Cooper, while you were away, we came up with a solution that would allow you to change your field of study."
"8","Sheldon: Wow. Pouting and running away actually worked. I must say, that may not be a lesson you want to reinforce with me. So, um, what is the solution?"
"8","Mrs Davis: Currently, you’re being paid under a grant to specifically research string theory. If we promote you to junior professor, you’ll be able to choose whatever field of research you’d like."
"8","Sheldon: But if I’m a professor, then I’ll have to teach a class."
"8","Mrs Davis: That is correct."
"8","Sheldon: So your solution is to promote me and pay me more money so that I can impart my knowledge to the next generation of scientists?"
"8","Mrs Davis: Yes."
"8","Sheldon: You people are sick."
"8","Scene: Amy’s lab."
"8","Penny: Hey. Ready to go to lunch?"
"8","Amy: Just give me a minute. I’m stimulating the pleasure cells of this starfish. I just need to turn it off."
"8","Penny: What happens if you don’t?"
"8","Amy: Then I have to sit through lunch knowing this starfish is having a better day than I am. Is Bernadette meeting us at the restaurant?"
"8","Penny: Uh, no. Actually, I didn’t invite her."
"8","Amy: How come?"
"8","Penny: Well, ever since she helped me get this job, she won’t stop bugging me."
"8","Amy: Well, I think she just wants you to do well, and she’s worried that you won’t ’cause you were just a stunningly poor waitress."
"8","Penny: That is not true."
"8","Amy: I’m still waiting on my mini corndogs from two years ago."
"8","Penny: I told you, they’ll be right out."
"8","Amy: Okay, so no Bernadette."
"8","Penny: Well, you saw her the other night. Am I wrong?"
"8","Amy: No, I just, I feel kind of uncomfortable talking about her like this. Usually when someone’s being talked about behind their back, it’s me and it’s right in front of my face."
"8","Penny: I’m sorry. I just need a little break from her."
"8","Amy: I understand. You know, there is some research that indicates that sharing negative attitudes about a third party can be a powerful bonding force between two friends."
"8","Penny: So, what are you saying?"
"8","Amy: I’m saying, in the spirit of science, what is that little skank’s problem?"
"8","Scene: The cafeteria."
"8","Raj: So, I’ve been trying to come up with a cute couple’s nickname for me and Emily. What do you like better? Emippali or Koothrapemily?"
"8","Howard: Why is it your last name and her first name?"
"8","Raj: Oh, well, her last name is Sweeney, and something just didn’t seem right about Koothrapeeney."
"8","Leonard: Hey, how’d it go with human resources?"
"8","Sheldon: Awful. They’re allowing me to move on from string theory, but they made me a junior professor and are requiring me to teach a class."
"8","Raj: I don’t understand. Why is it bad that you have to teach?"
"8","Sheldon: What a stupid question."
"8","Leonard: The kids are gonna love him."
"8","Sheldon: I can’t believe I have to waste my time babysitting a bunch of grad students who probably think dark matter is what’s in their diapers."
"8","Leonard: This might not be that bad. Uh, you like telling people they’re wrong."
"8","Sheldon: Wrong, Just because I enjoyed that one doesn’t mean I always do."
"8","Raj: You enjoy giving people grades."
"8","Sheldon: A valid point, but unoriginal. B-minus."
"8","Howard: And you love the sound of your own voice."
"8","Sheldon: Yeah, well, of course I do. Listen to it. It’s like an earful of melted caramel."
"8","Leonard: Look, most importantly, this will let you move on and study dark matter."
"8","Sheldon: It is true that many of my heroes have taken students under their wings. Feynman, Einstein, Professor X. Humorously, in the case of Professor X, some of his students actually had wings. That’s rich. I’ll use that one to lighten the mood after my entire class fails the midterm."
"8","Amy: Measuring starfish serotonin levels in response to one point two molar stimulation of pleasure cells. You like that, don’t you? That’s right, say my name."
"8","Bernadette (on skype): Hey."
"8","(on skype)"
"8","Amy: Hey, what’s going on?"
"8","Bernadette: Not much. You want to get a drink later? Just the two of us?"
"8","Amy: No Penny?"
"8","Bernadette: Not tonight. I’m a little frustrated with her."
"8","Amy: Because you got her the job and you think she should be working harder to prepare for it?"
"8","Bernadette: So it’s not just me. You see it, too."
"8","Amy: I do, I see it."
"8","Bernadette: It’s driving me crazy. Just this afternoon, I saw on Instagram that instead of studying, she went out to lunch and got a manicure."
"8","Amy: That’s outrageous."
"8","Bernadette: I know."
"8","Amy: If she doesn’t do well, this could reflect poorly on you."
"8","Bernadette: Exactly. Does she not realize it or does she not care?"
"8","Amy: I don’t know. The important thing is I am here for you so we can mutually disparage this unpleasing third party."
"8","Scene: Sheldon’s classroom."
"8","Leonard: Hey. We just wanted to see how your class was going. Where is everybody?"
"8","Sheldon: There is no class."
"8","Howard: Did you send everyone to the principal’s office already?"
"8","Sheldon: No one signed up."
"8","Leonard: Well, that’s not your fault."
"8","Sheldon: I called the department secretary to see what happened. Apparently, I have a reputation for being obnoxious."
"8","Leonard: What?"
"8","Raj: Hey, Sheldon, I’m sorry."
"8","Sheldon: No, it’s fine. Now I can devote all my time to dark matter."
"8","Raj: Aw, you brought cookies for everyone?"
"8","Sheldon: Oh, yes. Fig Newtons. I was going to ask them which scientist both helped to develop calculus and had a famous cookie named after him? And then after someone said Newton, I was going to tell them they’re wrong. The cookies are named after a town in Massachusetts. And then I’d throw the cookies away."
"8","Howard: Hey, what if I took your class?"
"8","Sheldon: Why would you do that?"
"8","Leonard: Yeah, why would you do that?"
"8","Raj: What’s wrong with you?"
"8","Howard: I’m thinking about getting my doctorate, and he wants to teach. Why not?"
"8","Sheldon: Oh, Howard. I appreciate the gesture, but this is a graduate-level physics class. I don’t think you’d understand a single thing I was talking about."
"8","Raj: Ask why not again, I’ve got an answer."
"8","Howard: Sheldon, I’m more than smart enough to take your class."
"8","Sheldon: No."
"8","Howard: Yes."
"8","Sheldon: How would you determine the ground state of a quantum system with no exact solution?"
"8","Howard: I would guess a wave-function and then vary its parameters until I found the lowest energy solution."
"8","Sheldon: Hmm. Do you know how to integrate X squared times E to the minus X, without looking it up?"
"8","Howard: I’d use Feynman’s trick, differentiate under the integral sign."
"8","Sheldon: Okay. Um, what is the correct interpretation of quantum mechanics?"
"8","Howard: Since every interpretation gives exactly the same answer to every measurement, they are all equally correct. However, I know you believe in the Many Worlds Interpretation, so I’ll say that. Now do you think I’m smart enough?"
"8","Howard: Oh, come on. You might’ve gone to school for a couple more years than me, but guess what, engineers are just as smart as physicists."
"8","Sheldon: You take that back."
"8","Howard: No."
"8","Scene: The stairwell."
"8","Amy: So, after drinks with Bernadette, I get home, and Penny calls to complain about her. And then while I’m talking to Penny, I get a text from Bernadette."
"8","Sheldon: I am trying to prepare my lesson plan for Howard. Why are you telling me this?"
"8","Amy: Because it’s taken 15 years, but high school is finally awesome. I love them both, but I’m in the centre now, and I love that even more."
"8","Sheldon: Amy, please. I am trying to figure out a way to intellectually emasculate a dear friend of mine."
"8","Amy: But I’m just…"
"8","Sheldon: Not now."
"8","Amy: You better watch that attitude, buddy. You’re dating the popular girl now."
"8","Leonard: Hmm. You’re up late."
"8","Sheldon: Oh, I’m working on my lesson plan for Wolowitz. He is going to be so lost. Look at this section over here. Even I don’t really understand it."
"8","Leonard: Sheldon, why are you doing this?"
"8","Sheldon: I’m a teacher, Leonard. It’s my job."
"8","Leonard: No, I mean, why are you going to so much trouble to prove that you’re smarter than Wolowitz?"
"8","Sheldon: Oh, it’s no trouble, it’s actually a pleasure."
"8","Leonard: You want to know what I think? I think the idea that someone could be as smart as you, or even smarter, scares the pants off you, and you can’t deal with it."
"8","Sheldon: Interesting point. You’re suggesting that I have emotional issues below my consciousness which drive my behaviour, thus causing me to lash out at anything or anyone that threatens my intellectual superiority."
"8","Leonard: Might be something to think about."
"8","Sheldon: Leonard?"
"8","Leonard: Yeah."
"8","Sheldon: Howard’s allergic to peanuts. How can I use that against him?"
"8","Howard: Hey."
"8","Sheldon: Okay, now that everyone’s here, we can begin."
"8","Howard: Before we do, I just talked to Leonard. And if you’re gonna spend all your time trying to belittle me by making this class unnecessarily hard, then I’m out. But if you’re interested in making a sincere effort to be a good teacher, then I’m willing to give this a shot."
"8","Sheldon: I suppose that’s a fair request. There’s no reason we both can’t benefit from this experience."
"8","Howard: Okay."
"8","Sheldon: Okay. Well, then, uh, first things first. Um, are you familiar with the Brachistochrone problem?"
"8","Howard: I am."
"8","Sheldon: Good. And how it relates to the calculus of variations?"
"8","Howard: It’s an inverted cycloid."
"8","Sheldon: Wonderful. Now, what about Euler-Lagrange theorems?"
"8","Howard: That’s where I’m a little fuzzy."
"8","Sheldon: Ha! I knew it. All right. We have a lot of information to cover before your first test. Which, by the way, is in eight minutes. The good news is I’m grading on a curve, so you’re pretty much guaranteed a C."
"8","Howard (singing): All I do is win, win, win no matter what."
"8","(singing)"
"8","Sheldon: What are you doing?"
"8","Howard (singing): Everybody hands go up, up and they stay there!"
"8","Howard: If you’re gonna be a crappy teacher, then I’m gonna be a crappy student. (Singing) Uh, uh, Ludacris going in on the verse. ’cause I never been defeated and I won’t stop now…"
"8","(Singing)"
"8","Sheldon: Will you stop it. This is a classroom. This is not American Bandstand."
"8","Sheldon: Now, where was I? Let’s see. Oh, yes. Over here. You… What are you doing now?"
"8","Howard: Making a straw."
"8","Sheldon: Why?"
"8","Howard: So I can shoot you with a spitball."
"8","Sheldon: You’re not going to do that, and I’ll tell you why. This is an institution of higher learning, I am your professor, and you’re going to treat me with the prop… You shot your spit in my mouth!"
"8","Howard: Is that gonna be on the test? Because I don’t think I can do that again."
"8","Amy (on phone): Hey, girlfriend. Can I get a what what?"
"8","(on phone)"
"8","Penny: What?"
"8","Amy: Close enough. Um, I was just calling to see what you were up tonight. Thought maybe we could hit up Color Me Mine, maybe sneak in some Pinot Greej. Whatevs."
"8","Penny: Uh, thanks, but I think I’m gonna stay in and go over the stuff Bernadette gave me."
"8","Amy: Oh. Oh, I hear you. Try and get that nag off your back, right? I mean, you’re not a bicycle, why’s she riding you like that?"
"8","Penny: No, I think she was just trying to help. Plus, I really want to do well at this job. So…"
"8","Amy: Okay, good luck. And call me later, you know, if you decide she’s a bitch or something. Hey, girlfriend."
"8","Bernadette: Hey, Amy."
"8","Amy: Tonight. You, me, Color Me Mine. Maybe we sneak in some Pinot, make it Color Me Wine."
"8","Bernadette: That sounds fun, but I promised Penny I’d come by and help her study."
"8","Amy: Oh. Well, good luck getting her to do that. She’s probably off getting another manicure. You remember when she did that? You remember?"
"8","Bernadette: I was probably being too hard on her. We talked, we’re good."
"8","Amy: Oh. Great. I’m happy for you guys. You know, when the two of you aren’t getting along, it puts me in a really weird position."
"8","Bernadette: Well, don’t worry, everything’s back to normal."
"8","Amy: You mean, like, where she’s nice to your face? Okay got it. Bye. Hey, boyfriend."
"8","Sheldon: Can’t talk. Spitball. Probably gonna die."
"8","Sheldon: Well?"
"8","Leonard: Sheldon, I promise. Your uvula does not have an STD."
"8","Sheldon: Are you sure? It just doesn’t feel as innocent as it used to."
"8","Howard: You reported me to human resources?"
"8","Sheldon: You violated the sanctity of my mouth."
"8","Howard: Well, I dropped your class, so I hope you’re happy."
"8","Sheldon: I told you you weren’t smart enough to take it."
"8","Howard: I’m smart enough, Sheldon. Asking me a bunch of questions about a topic I’m not familiar with doesn’t prove anything. I could do the same to you."
"8","Sheldon: Yeah, try me."
"8","Howard: Okay. You enjoy making fun of engineering so much, how do you quantify the strength of materials?"
"8","Sheldon: Young’s modulus."
"8","Raj: Is that right?"
"8","Howard: Yeah. Okay, how do you prevent eddy currents in a transformer?"
"8","Sheldon: Laminate the core material."
"8","Leonard: Come on, give him a hard one."
